text,label,label_name,prediction,prediction_name,score
Tempat nyaman untuk nongkrong.,1,Positif,1,Positif,0.9247630455665186
"Tempat nyaman untuk meeting, staf sangat profesional dan ramah.",1,Positif,1,Positif,0.8984466925432119
Tempat nyaman untuk kerja.,1,Positif,1,Positif,0.8620834072636989
"Tempat nyaman karena berada di mall. Pelayanan ramah dan cepat. Matcha milk memiliki rasa dominan matcha, tidak terlalu manis dan cukup seimbang.",1,Positif,1,Positif,0.983941655941656
Tempat nyaman dengan matcha enak.,1,Positif,1,Positif,1.0
Tempat nyaman dan pelayanan ramah.,1,Positif,1,Positif,0.9870355604901027
Tempat nyaman dan pelayanan baik.,1,Positif,1,Positif,0.9951121006181103
Tempat nyaman dan matchanya enak.,1,Positif,1,Positif,0.9950417532998429
Tempat nyaman dan makanan sesuai selera.,1,Positif,1,Positif,0.8792128552980591
Tempat nyaman dan bersih.,1,Positif,1,Positif,0.9780784098884556
"Tempat menarik, matcha berkualitas tapi mahal dan service standar.",1,Positif,1,Positif,0.8509290060176226
Tempat memiliki suasana nyaman dengan minuman matcha berkualitas tinggi dan pelayanan baik.,1,Positif,1,Positif,0.9977777777777778
Tempat matcha terbaik di Jakarta Selatan dengan rasa tidak terlalu manis namun sangat enak. Hojicha milk menjadi menu favorit. Cocok dipadukan dengan dessert seperti almond croissant. Pelayanan baik dan tempat bersih.,1,Positif,1,Positif,0.9862812052992145
Tempat ini menawarkan desain yang mewah dan modern.,1,Positif,1,Positif,0.5747408810319582
Tempat ini berfokus pada matcha dengan berbagai pilihan menu.,1,Positif,1,Positif,0.8417300745828926
Tempat favorit.,1,Positif,1,Positif,0.8582115245342782
Tempat enak untuk makan dan santai.,1,Positif,1,Positif,0.959893474827943
Tempat dan suasana sangat baik.,1,Positif,1,Positif,0.9256335853865496
Tempat dan makanan enak.,1,Positif,1,Positif,0.9986044249939217
Tempat cozy dan pelayanan ramah.,1,Positif,1,Positif,0.9989934432039695
Tempat cozy dan makanan enak.,1,Positif,1,Positif,1.0
Tempat cocok untuk WFA dan menu enak.,1,Positif,1,Positif,0.9537427671237775
Tempat cocok untuk pecinta matcha.,1,Positif,1,Positif,0.9585400405869497
Tempat bersih dan nyaman untuk kerja.,1,Positif,1,Positif,0.8789302237191062
Tempat bersih dan menu variatif.,1,Positif,1,Positif,0.8937868656857075
Tempat bagus.,1,Positif,1,Positif,0.9571314191191376
Tempat bagus untuk nongkrong.,1,Positif,1,Positif,0.9554130332075732
Tempat bagus untuk coba matcha.,1,Positif,1,Positif,0.9640838123004067
Tempat bagus dengan rasa yang enak.,1,Positif,1,Positif,0.9878905126969122
Tempat bagus dan nyaman.,1,Positif,1,Positif,0.9989154704944179
Suka matcha milk dan ambience.,1,Positif,1,Positif,0.9952275720696773
"Suka ambience, ingin kembali.",1,Positif,1,Positif,0.7058624459363101
Suasana tempat baik dan terlihat baru.,1,Positif,1,Positif,0.7990200792825336
Suasana dan makanan baik.,1,Positif,1,Positif,0.8762003457704265
"Staf ramah, suasana nyaman, dan matcha sangat enak.",1,Positif,1,Positif,0.9977777777777778
Staf ramah dan membantu.,1,Positif,1,Positif,0.8243213393972171
Staf ramah dan matcha enak.,1,Positif,1,Positif,0.9810180347759525
Spesialis matcha dan dessert.,1,Positif,1,Positif,0.9919232686653529
"Sop iga, teh, kopi, dan es krim enak.",1,Positif,1,Positif,0.6071994248796743
Soft serve matcha sangat baik dan direkomendasikan untuk pecinta matcha. Mac and cheese juga sangat enak.,1,Positif,1,Positif,0.9774080087356328
Soft ice cream enak.,1,Positif,1,Positif,0.9449104207694791
Signature matcha enak.,1,Positif,1,Positif,0.9967286904129009
Signature koicha milk enak dan autentik.,1,Positif,1,Positif,0.9989650894914053
"Signature Koicha enak, rasa matchanya terasa. Es krim matchanya juga enak dan tidak terlalu manis, teksturnya lembut. Mochinya juga lembut. Matcha terbaik.",1,Positif,1,Positif,0.9692532731305525
"Signature koicha enak, matcha milk lebih murah dan tetap enak.",1,Positif,1,Positif,0.9745823011680812
Signature Koicha enak tetapi mahal.,1,Positif,1,Positif,0.8828342299909285
Senang dengan banyaknya variasi matcha dan rasanya menyerupai di Jepang.,1,Positif,1,Positif,0.6043741367675874
Semuanya enak dan pelayanan memuaskan.,1,Positif,1,Positif,1.0
Semuanya baik.,1,Positif,1,Positif,0.9457580210928013
Semua minuman dan dessert enak.,1,Positif,1,Positif,0.991109372630719
"Semua menu terasa enak, mulai dari makanan utama, minuman, hingga kue. Meskipun tempatnya minimalis, tampilannya estetik. Harga juga masih terjangkau. Sangat direkomendasikan dan akan kembali untuk mencoba menu lain.",1,Positif,1,Positif,0.6719414285939921
Semua menu enak dan autentik.,1,Positif,1,Positif,0.9945560871876661
"Semua matcha enak, staf ramah dan informatif.",1,Positif,1,Positif,0.9974027360694028
"Semua makanan enak, tempatnya bagus, dan staf ramah.",1,Positif,1,Positif,0.9967268223637651
Semua makanan dan minuman enak.,1,Positif,1,Positif,0.9717828839087892
"Semua enak, pelayanan luar biasa.",1,Positif,1,Positif,0.9221188800288868
Semua baik termasuk pelayanan cepat dan ramah.,1,Positif,1,Positif,0.9849744307362176
"Secara rasa cukup enak, namun beberapa menu tidak tersedia sehingga pilihan terbatas. Beberapa kombinasi rasa kurang seimbang. Secara keseluruhan cukup memuaskan.",1,Positif,1,Positif,0.558008524527848
"Saya mengunjungi tempat ini karena saya adalah penggemar matcha. Matcha milk-nya terasa sangat enak. Selain itu, saya juga mencoba matcha cheesecake. Rasanya sangat enak, meskipun menurut saya perpaduannya kurang cocok dengan rasa matcha-nya. Namun, rasa keju pada kue tersebut sangat terasa dan lezat. Matcha opera-nya juga enak, tetapi lapisan bagian atasnya terlalu manis sehingga rasanya menjadi kurang seimbang.",1,Positif,1,Positif,0.8703732897486748
"Saya mencoba tiramisu matcha dan sakura ice cream. Rasanya enak namun tidak terlalu istimewa. Menurut saya harganya cukup mahal mengingat potongan kuenya sangat kecil, sehingga pasti akan habis dalam sekejap. Meski demikian, saya tetap berniat untuk mencoba menu lainnya di lain waktu, terutama jika terdapat promo.",1,Positif,0,Negatif,0.18348715461159318
"Saya mencoba tempat ini karena berasal dari Singapura, dan ternyata kualitasnya cukup baik. Saya mencicipi menu unggulan mereka, yaitu Signature Koicha, dan mengganti susu sapi murni dengan susu gandum seharga Rp120.054. Anda akan mendapatkan es krim berukuran kecil jika memberikan ulasan melalui Google.",1,Positif,1,Positif,0.5317007733526073
"Saya memesan signature koicha milk dan houjicha milk. Secara subjektif, menurut saya rasanya masih lebih lezat dibandingkan dengan cabang yang berada di Kelapa Gading dan Grand Indonesia.",1,Positif,1,Positif,0.7116804805071036
"Saya dan pasangan saya menyukai matcha sehingga mencoba tempat ini. Kami memesan es krim matcha, houjicha tiramisu, dan matcha milk. Rasanya enak, sedikit manis dan tidak terlalu pahit. Pelayanannya sangat baik. Tempat ini cocok untuk dikunjungi jika menginginkan sesuatu yang ringan dan menyegarkan. Es krim Hokkaido juga sangat enak.",1,Positif,1,Positif,0.8659665780269941
Sangat suka.,1,Positif,1,Positif,0.7988466485589629
"Sangat suka matchanya, enak dan tidak eneg.",1,Positif,1,Positif,0.9787374044180891
Sangat suka dengan matchanya.,1,Positif,1,Positif,0.9398218045081513
"Sangat nyaman untuk belajar atau hangout, sangat direkomendasikan.",1,Positif,1,Positif,0.6444054311525953
Sangat lezat.,1,Positif,1,Positif,0.6324391258252706
Sangat enak.,1,Positif,1,Positif,0.9362792006266966
"Sangat enak, tidak terlalu manis dan rasanya seimbang.",1,Positif,1,Positif,0.7368267388283796
"Sangat enak, tempat nyaman.",1,Positif,1,Positif,0.9991733221241418
"Sangat enak, rasa matcha tidak hanya didominasi susu. Tempatnya juga baik dan harga masih terjangkau.",1,Positif,1,Positif,0.7553927763265739
Sangat direkomendasikan.,1,Positif,1,Positif,0.7664892966579091
Sangat direkomendasikan untuk pecinta matcha.,1,Positif,1,Positif,0.9496042786902577
Sangat baik.,1,Positif,1,Positif,0.8469329147713553
Salah satu matcha terbaik.,1,Positif,1,Positif,0.7075747915644653
"Salah satu matcha terbaik, dessert dan minuman sangat enak.",1,Positif,1,Positif,0.9610777308244531
Salah satu matcha terbaik yang pernah saya coba.,1,Positif,1,Positif,0.6658209982197485
"Rasanya seperti matcha. Kasir memiliki pengetahuan tentang matcha. Tempatnya sangat menarik, hijau, dan cozy untuk bersantai.",1,Positif,1,Positif,0.8115146582484756
Rasanya seimbang dan tidak terlalu manis.,1,Positif,0,Negatif,0.4528451542600969
Rasanya enak.,1,Positif,1,Positif,0.8667563962900425
Rasanya enak dan tempatnya nyaman.,1,Positif,1,Positif,0.9884884540460086
Rasanya enak dan pelayanan sangat baik.,1,Positif,1,Positif,0.9806765067342388
Rasa minuman unik dan enak.,1,Positif,1,Positif,0.9676306557781285
"Rasa matcha pada hidangan ini sangat kuat. Bagi para pecinta matcha, Anda wajib mencoba pengalaman baru dalam menikmati menu ini. Namun, tekstur kulit croissant-nya kurang memuaskan karena terlalu renyah sehingga sulit untuk disantap dengan rapi. Varian croissant terbaik adalah ham and cheese; rasanya sangat lezat.",1,Positif,1,Positif,0.80974737778992
Rasa matcha mantap.,1,Positif,1,Positif,0.7336509575391118
"Rasa matcha autentik, tidak terlalu pahit. Suasana nyaman dan estetik. Pelayanan ramah dan cepat. Harga sepadan dengan kualitas premium.",1,Positif,1,Positif,0.9841418663342438
"Rasa enak, tempat cozy.",1,Positif,1,Positif,1.0
"Rasa enak, staf ramah, banyak variasi.",1,Positif,1,Positif,0.863609508271022
Rasa enak dan direkomendasikan.,1,Positif,1,Positif,0.9893245457594031
Rasa dan ambience bagus.,1,Positif,1,Positif,0.9940913006029286
Rasa autentik seperti luar negeri.,1,Positif,1,Positif,0.6530547385276497
"Pure matcha rasanya enak, kekentalan dan pahitnya pas.",1,Positif,1,Positif,0.9672039658022678
Pure matcha enak dan direkomendasikan.,1,Positif,1,Positif,1.0
Puas dengan makanan dan pelayanan.,1,Positif,1,Positif,0.9046287685842066
Pilihan menu menarik.,1,Positif,1,Positif,0.6857724072526904
"Pilihan banyak, pelayanan baik, cake enak.",1,Positif,1,Positif,0.9674151554739463
"Pertama kali mencoba, matchanya terasa kuat dan cukup segar.",1,Positif,1,Positif,0.8079787322394626
Pertama kali mencoba dan matchanya sangat enak.,1,Positif,1,Positif,0.8555441947848471
"Pertama kali datang ke sini mencoba cheesecake matcha, rasanya sangat enak dan membuat ingin kembali. Kopinya juga enak, saya mencoba hot latte. Saya merekomendasikan tempat ini untuk berkumpul.",1,Positif,1,Positif,0.7165901361658629
Pengalaman menyenangkan.,1,Positif,0,Negatif,0.45564689184587165
Pelayanannya sangat memuaskan.,1,Positif,1,Positif,0.7569591662047176
Pelayanannya bagus dan sangat direkomendasikan.,1,Positif,1,Positif,0.9480396448663754
Pelayanan sangat ramah.,1,Positif,1,Positif,0.8553491539431103
Pelayanan sangat ramah dan informatif.,1,Positif,1,Positif,0.9872208309612538
Pelayanan sangat baik.,1,Positif,1,Positif,0.9545957282585801
Pelayanan sangat baik dan tempat nyaman.,1,Positif,1,Positif,0.9967074251284778
Pelayanan sangat baik dan ramah. Pilihan menu matcha sangat beragam dengan kualitas premium. Akan kembali lagi.,1,Positif,1,Positif,0.812160803362421
Pelayanan sangat baik dan memuaskan.,1,Positif,1,Positif,0.9846492015598897
"Pelayanan ramah, tempat nyaman, matcha enak.",1,Positif,1,Positif,0.9977777777777778
"Pelayanan ramah, tempat bersih.",1,Positif,1,Positif,0.941027892909958
"Pelayanan ramah, cepat, dan matcha enak dengan harga sepadan.",1,Positif,1,Positif,0.9988924274593065
Pelayanan profesional dan ambience baik.,1,Positif,1,Positif,0.9892636191300614
Pelayanan membantu dan informatif.,1,Positif,1,Positif,0.9923354564755839
Pelayanan lambat karena kekurangan staf dan harga cukup mahal.,1,Positif,0,Negatif,0.4541009110961447
Pelayanan cepat dan rasa enak.,1,Positif,1,Positif,0.991373093090383
"Pelayanan baik, matcha enak.",1,Positif,1,Positif,1.0
"Pelayanan baik, cake dan matcha enak.",1,Positif,1,Positif,1.0
Pelayanan baik dan rasa enak.,1,Positif,1,Positif,0.9938343434343435
Pelayanan baik dan pengalaman menarik.,1,Positif,1,Positif,0.9853374132629552
Pelayanan baik dan matcha enak.,1,Positif,1,Positif,0.9985438972162741
"Pelayanan bagus, rasa matcha pas, dan tempat nyaman.",1,Positif,1,Positif,1.0
"Pelayanan bagus, ramah, dan informatif. Harga masih wajar dan rasa beragam serta enak.",1,Positif,1,Positif,0.997893893596287
Pecinta matcha wajib mencoba karena rasa matchanya sangat terasa.,1,Positif,1,Positif,0.9715779208699217
Pecinta matcha akan sangat menyukai menu di sini karena semuanya enak dan tidak ada yang mengecewakan.,1,Positif,1,Positif,0.6491673147273443
"Minuman enak, tetapi outdoor perlu pendingin.",1,Positif,1,Positif,0.8582610335771022
"Minuman enak, ingin kembali.",1,Positif,1,Positif,0.6528147070932102
Minuman dan pelayanan sangat baik.,1,Positif,1,Positif,0.9301191317263442
Minuman dan dessert enak.,1,Positif,1,Positif,0.9942527779869951
Menyukai matcha dan croissant. Nasi kecombrang juga sangat enak dan disukai keluarga.,1,Positif,1,Positif,0.9934680134680134
Menu matcha enak tapi beberapa terlalu manis.,1,Positif,1,Positif,0.7967650308269845
"Memesan ice koicha, rasanya enak dan tingkat pahitnya sesuai. Mendapatkan es krim gratis dan pelayan juga perhatian.",1,Positif,1,Positif,0.8210660236429025
Matchanya yang terbaik.,1,Positif,1,Positif,0.9568622294394821
Matchanya selalu enak dengan tiga grade pilihan. Tempat di Gandaria City cukup luas dan bisa melihat proses pembuatan.,1,Positif,1,Positif,0.825238689630853
Matchanya sangat enak dan umami.,1,Positif,1,Positif,0.9988835725677832
Matchanya sangat enak dan tempatnya nyaman.,1,Positif,1,Positif,0.9926527777777778
Matchanya sangat enak dan autentik.,1,Positif,1,Positif,0.9957254069355981
Matchanya pure dengan banyak pilihan menu termasuk makanan. Tempat duduk banyak dan tersedia colokan.,1,Positif,1,Positif,0.7284823575225248
Matchanya premium dan variannya banyak.,1,Positif,1,Positif,0.9078731487563317
Matchanya enak.,1,Positif,1,Positif,0.9854828183905324
"Matchanya enak, strawberry asli, tempat nyaman dan pelayanan informatif.",1,Positif,1,Positif,1.0
"Matchanya enak, balance antara pahit, earthy, dan umami.",1,Positif,1,Positif,0.9885737938381696
Matchanya enak dan tidak terlalu pahit.,1,Positif,1,Positif,0.8712721407602244
Matchanya enak dan tempatnya nyaman.,1,Positif,1,Positif,1.0
Matchanya autentik dan tempatnya nyaman.,1,Positif,1,Positif,0.9960637237924855
Matcha variatif dan pelayanan baik.,1,Positif,1,Positif,0.9962391606925388
Matcha terlihat menarik.,1,Positif,1,Positif,0.6995727812900169
Matcha terbaik.,1,Positif,1,Positif,0.9521588069129446
Matcha terbaik di kota.,1,Positif,1,Positif,0.9393980875981316
"Matcha terbaik di kota, sering dikunjungi untuk meningkatkan suasana hati dan tidak pernah membosankan.",1,Positif,1,Positif,0.84938545988865
Matcha terbaik di kota ini.,1,Positif,1,Positif,0.8500518265989901
"Matcha strong, cocok untuk pecinta matcha.",1,Positif,1,Positif,0.98113626283984
Matcha spesial di Gandaria City.,1,Positif,1,Positif,0.6683974676284036
Matcha spesial dan varian banyak.,1,Positif,1,Positif,0.8038704920572971
"Matcha soft serve enak, pancake kurang.",1,Positif,1,Positif,0.9777013212923708
Matcha sangat enak.,1,Positif,1,Positif,0.9860193583360578
"Matcha sangat enak, harga masih sepadan, direkomendasikan.",1,Positif,1,Positif,0.9741645247981562
Matcha sangat enak dengan rasa yang luar biasa. Es krim matcha sangat disukai dan opera cake juga lezat.,1,Positif,1,Positif,0.9773674724221509
"Matcha premium, mahal tetapi layak dicoba.",1,Positif,1,Positif,0.8137397237710512
Matcha premium dan enak.,1,Positif,1,Positif,0.998047230136119
Matcha paling worth it di Jakarta.,1,Positif,1,Positif,0.8150973222687272
"Matcha milk, mochi, ice cream enak.",1,Positif,1,Positif,0.9721607302203884
Matcha milk rich dan pas.,1,Positif,1,Positif,0.9624081136113406
"Matcha milk kurang, ice cream lebih enak, harga mahal.",1,Positif,1,Positif,0.9389247999662711
Matcha milk favorit.,1,Positif,1,Positif,0.9842683495743052
"Matcha milk enak, tetapi penjelasan staf kurang detail.",1,Positif,1,Positif,0.9014894624535417
Matcha milk enak dan tidak terlalu manis.,1,Positif,1,Positif,0.9631587632138487
"Matcha milk dan soft serve enak, tempat nyaman, namun pelayanan perlu ditingkatkan saat ramai.",1,Positif,1,Positif,0.9862146356883199
"Matcha milk dan makanan enak, namun chicken wings perlu peningkatan rasa. Pelayanan ramah dan suasana nyaman.",1,Positif,1,Positif,0.9925217083111819
"Matcha milk dan klepon sangat enak, nasi goreng dan beef short ribs juga disukai.",1,Positif,1,Positif,0.9928288740245261
"Matcha memiliki rasa autentik, namun saya lebih menyukai tingkat gula rendah karena varian normal terlalu manis. Secara keseluruhan pengalaman yang baik.",1,Positif,1,Positif,0.700147669930345
Matcha mantap.,1,Positif,1,Positif,0.8061449702734184
Matcha latte yang disajikan sangat enak. Tersedia pula pilihan tanpa gula.,1,Positif,1,Positif,0.6769586032065298
"Matcha latte yang disajikan cukup baik, setara dengan yang ada di Singapura, dan kita benar-benar dapat merasakan cita rasa gurih (umami) yang pekat di dalamnya. Anda patut mencoba matcha latte mereka.",1,Positif,0,Negatif,0.4560152560822533
"Matcha latte terasa sedikit hambar, lebih baik menggunakan tingkat gula normal.",1,Positif,0,Negatif,0.3847643123802931
"Matcha latte tanpa gula sangat pahit, tetapi enak jika sesuai selera.",1,Positif,1,Positif,0.7722796614937371
"Matcha kuat dan umami, tempat luas dan cocok untuk hangout, tetapi pelayanan bisa lebih cepat.",1,Positif,1,Positif,0.9821596624565294
Matcha kuat dan tempat nyaman.,1,Positif,1,Positif,0.9979405520169851
Matcha favorit.,1,Positif,1,Positif,0.9719890343038443
Matcha enak.,1,Positif,1,Positif,0.9937494955670368
"Matcha enak, tetapi beberapa menu terlalu manis.",1,Positif,1,Positif,0.9018953020010549
"Matcha enak, tempat nyaman, pelayanan baik.",1,Positif,1,Positif,0.9989083820662767
Matcha enak dengan pahit yang pas.,1,Positif,1,Positif,0.8391877582620503
Matcha enak dan terasa kuat.,1,Positif,1,Positif,0.9645220421708496
Matcha enak dan tempatnya bagus.,1,Positif,1,Positif,1.0
Matcha enak dan tempat nyaman.,1,Positif,1,Positif,1.0
Matcha enak dan tempat cozy.,1,Positif,1,Positif,1.0
Matcha enak dan tempat bagus.,1,Positif,1,Positif,1.0
Matcha enak dan suasana nyaman.,1,Positif,1,Positif,0.9870162697146169
Matcha enak dan pekat.,1,Positif,1,Positif,0.9945312776891725
Matcha enak dan menyegarkan.,1,Positif,1,Positif,1.0
Matcha enak dan ambience bagus.,1,Positif,1,Positif,1.0
Matcha dan menu lain enak.,1,Positif,1,Positif,0.9471911989432403
Matcha dan makanan enak.,1,Positif,1,Positif,0.9977777777777778
Matcha dan kopi enak.,1,Positif,1,Positif,0.9961325536062378
Matcha dan ice cream enak balance.,1,Positif,1,Positif,0.9922823779193206
"Matcha dan hojicha sangat enak, tempat bersih dan cozy, pelayanan ramah.",1,Positif,1,Positif,1.0
Matcha dan hojicha enak.,1,Positif,1,Positif,0.9913305024769994
Matcha dan dessert enak.,1,Positif,1,Positif,0.9970820244328098
Matcha dan cheesecake sangat enak.,1,Positif,1,Positif,1.0
Matcha dan cheesecake enak tetapi cukup mahal.,1,Positif,1,Positif,0.970606302566952
Matcha coffee enak.,1,Positif,1,Positif,0.9989525831564048
Matcha cheesecake sangat enak.,1,Positif,1,Positif,0.9825711998728253
"Matcha cheesecake enak, staf ramah.",1,Positif,1,Positif,0.998561668464581
Matcha cheesecake balance dan enak.,1,Positif,1,Positif,1.0
Matcha berkualitas tinggi.,1,Positif,1,Positif,0.9417795953397681
"Matcha azuki enak, staf ramah.",1,Positif,1,Positif,0.9698047245441119
Matcha autentik.,1,Positif,1,Positif,0.9711578360617157
"Matcha autentik, wajib dikunjungi bagi pecinta matcha.",1,Positif,1,Positif,0.9502399184789528
Matcha autentik di Gandaria City.,1,Positif,1,Positif,0.9072142027761964
Matcha autentik dan pahit.,1,Positif,1,Positif,0.9569594448044949
Matcha autentik dan makanan lengkap.,1,Positif,1,Positif,0.9904926945293918
Matcha autentik dan enak.,1,Positif,1,Positif,1.0
Mantap.,1,Positif,0,Negatif,0.34698803696041935
Makanannya enak dan tempatnya baik.,1,Positif,1,Positif,0.9967232837933475
Makanannya enak dan staf ramah.,1,Positif,1,Positif,0.986315044492419
"Makanan sangat lezat dan disiapkan dengan baik. Staf ramah dan perhatian, pengalaman sangat menyenangkan.",1,Positif,1,Positif,0.8240092002830856
Makanan enak.,1,Positif,1,Positif,0.8973033959402753
"Makanan enak, tempat bagus, pelayanan ramah.",1,Positif,1,Positif,0.9977777777777778
"Makanan enak, pelayanan ramah.",1,Positif,1,Positif,0.9704617113998106
Makanan enak tapi croissant kurang.,1,Positif,1,Positif,0.8450292152253279
Makanan enak dan tempatnya baik.,1,Positif,1,Positif,0.9866693490939146
Makanan enak dan porsi banyak.,1,Positif,1,Positif,0.7702191550232168
Makanan enak dan pelayanan baik.,1,Positif,1,Positif,1.0
Makanan dan minuman enak.,1,Positif,1,Positif,0.950228176650731
"Makanan dan minuman enak, tempat nyaman.",1,Positif,1,Positif,1.0
"Lokasinya mudah ditemukan karena berada di dalam mal Gandaria City, tepatnya di lantai ground. Area makan di tempatnya lumayan luas karena tersedia di bagian belakang tempat pemesanan serta di area seberangnya. Jumlah staf cukup banyak sehingga waktu tunggu pesanan tidak terlalu lama. Namun, meskipun banyak staf yang bertugas, saat saya berdiri di depan kasir untuk melihat menu, tidak ada yang menyadari kedatangan saya karena mereka sedang mengobrol dan menggunakan ponsel. Meski demikian, hal tersebut tidak menjadi masalah besar. Saya datang pada hari Rabu pukul 19.30 WIB; saat itu etalase pastry sudah kosong, sehingga pilihan menu hanya dapat dilihat melalui tampilan layar menu saja. Desain area makan di tempatnya cukup nyaman, tersedia sofa, serta suasananya tenang. Seluruh dekorasi ruangan berpadu serasi dengan nuansa warna hijau. Berikut adalah menu yang saya pesan: Matcha Milk: Rp60.000 untuk penyajian dingin, dan menjadi Rp73.000 setelah pajak. Teksturnya lembut, kaya rasa susu, dan memiliki cita rasa gurih (umami). Houjicha Milk: Rp53.000, menjadi Rp63.000 setelah pajak. Minuman ini menggunakan bubuk teh hijau panggang dengan warna yang lebih gelap dibandingkan Matcha Milk.",1,Positif,0,Negatif,0.01787331917905166
Lokasi berada di lantai dasar dekat area acara. Mac and cheese sangat enak dengan rasa seperti saus karbonara. Matcha cenderung pahit sehingga dapat ditambahkan gula sesuai selera.,1,Positif,0,Negatif,0.49407511487688793
