text,label,label_name,prediction,prediction_name,score
"Tempat terbaik untuk mendapatkan matcha premium berkualitas tinggi. Rasa matcha-nya sangat pekat, tidak terlalu manis, dan saya sangat menyukainya. Wajib dicoba bagi para pecinta matcha.",1,Positif,1,Positif,0.6619547804405225
Tempat terbaik untuk menikmati matcha di Jakarta.,1,Positif,1,Positif,0.761034577854719
Kedai teh yang sangat baik untuk menikmati teh hijau.,1,Positif,0,Negatif,0.39240130881176244
Tempatnya sangat nyaman; matcha milk menjadi favorit saya. Saya juga sudah memesan plain croissant untuk ketiga kalinya.,1,Positif,1,Positif,0.558111105860968
Ini merupakan tempat berkumpul terbaik bagi anak muda di Jakarta Selatan.,1,Positif,1,Positif,0.6867593022435841
"Tempatnya sangat baik, pilihan minuman matcha beragam, begitu pula dengan makanannya. Sangat memuaskan.",1,Positif,1,Positif,0.8261280697440437
Tempatnya nyaman.,1,Positif,1,Positif,0.8522647860410388
Tempatnya nyaman dan pelayanannya sangat menyenangkan. Staf yang bertugas sangat baik serta profesional. Saya sering berkunjung ke sini.,1,Positif,0,Negatif,0.4973664757707607
nan,1,Positif,1,Positif,0.7597249127091238
Suasananya nyaman dan makanannya lezat.,1,Positif,1,Positif,0.9080905102514667
Tempat nyaman untuk WFH dan pelayanan ramah.,1,Positif,1,Positif,0.9712305827085947
Tempat nyaman untuk nongkrong.,1,Positif,1,Positif,0.9161009003811134
"Tempat nyaman untuk meeting, staf sangat profesional dan ramah.",1,Positif,1,Positif,0.8761518757873006
Tempat nyaman untuk kerja.,1,Positif,1,Positif,0.9150321897257844
"Tempat nyaman karena berada di mall. Pelayanan ramah dan cepat. Matcha milk memiliki rasa dominan matcha, tidak terlalu manis dan cukup seimbang.",1,Positif,1,Positif,0.7628193948009296
Tempat nyaman dengan matcha enak.,1,Positif,1,Positif,0.963354235460023
Tempat nyaman dan pelayanan ramah.,1,Positif,1,Positif,0.9713306721450379
Tempat nyaman dan pelayanan baik.,1,Positif,1,Positif,0.9734941573349181
Tempat nyaman dan matchanya enak.,1,Positif,1,Positif,0.9795150281968129
Tempat nyaman dan makanan sesuai selera.,1,Positif,1,Positif,0.9473776820973794
Tempat nyaman dan bersih.,1,Positif,1,Positif,0.9623457028210891
"Tempat menarik, matcha berkualitas tapi mahal dan service standar.",1,Positif,1,Positif,0.7636527878454518
Tempat memiliki suasana nyaman dengan minuman matcha berkualitas tinggi dan pelayanan baik.,1,Positif,1,Positif,0.926016735357658
Tempat matcha terbaik di Jakarta Selatan dengan rasa tidak terlalu manis namun sangat enak. Hojicha milk menjadi menu favorit. Cocok dipadukan dengan dessert seperti almond croissant. Pelayanan baik dan tempat bersih.,1,Positif,1,Positif,0.7324102626442879
Tempat ini menawarkan desain yang mewah dan modern.,1,Positif,1,Positif,0.7054208786232004
Tempat ini berfokus pada matcha dengan berbagai pilihan menu.,1,Positif,1,Positif,0.7582345598930448
Tempat favorit.,1,Positif,1,Positif,0.8480361372660147
Tempat enak untuk makan dan santai.,1,Positif,1,Positif,0.9117445996854538
Tempat dan suasana sangat baik.,1,Positif,1,Positif,0.9087393648443729
Tempat dan makanan enak.,1,Positif,1,Positif,0.9518206022657527
Tempat cozy dan pelayanan ramah.,1,Positif,1,Positif,0.9589599153997763
Tempat cozy dan makanan enak.,1,Positif,1,Positif,0.9419930463194693
Tempat cocok untuk WFA dan menu enak.,1,Positif,1,Positif,0.926856183257171
Tempat cocok untuk pecinta matcha.,1,Positif,1,Positif,0.943347230821089
Tempat bersih dan nyaman untuk kerja.,1,Positif,1,Positif,0.9073736170801554
Tempat bersih dan menu variatif.,1,Positif,1,Positif,0.9059568599610925
Tempat bagus.,1,Positif,1,Positif,0.8760863877034961
Tempat bagus untuk nongkrong.,1,Positif,1,Positif,0.8766972857845012
Tempat bagus untuk coba matcha.,1,Positif,1,Positif,0.9114940929773931
Tempat bagus dengan rasa yang enak.,1,Positif,1,Positif,0.7908714841382989
Tempat bagus dan nyaman.,1,Positif,1,Positif,0.9488273048935594
Suka matcha milk dan ambience.,1,Positif,1,Positif,0.9176449517542469
"Suka ambience, ingin kembali.",1,Positif,1,Positif,0.7645010466087357
Suasana tempat baik dan terlihat baru.,1,Positif,1,Positif,0.8394799179770022
Suasana dan makanan baik.,1,Positif,1,Positif,0.9094299168669584
"Staf ramah, suasana nyaman, dan matcha sangat enak.",1,Positif,1,Positif,0.9332894202166274
Staf ramah dan membantu.,1,Positif,1,Positif,0.89547694433851
Staf ramah dan matcha enak.,1,Positif,1,Positif,0.9485860318503015
Spesialis matcha dan dessert.,1,Positif,1,Positif,0.9294070437000658
"Sop iga, teh, kopi, dan es krim enak.",1,Positif,1,Positif,0.6187431238065478
Soft serve matcha sangat baik dan direkomendasikan untuk pecinta matcha. Mac and cheese juga sangat enak.,1,Positif,1,Positif,0.9261512885228438
Soft ice cream enak.,1,Positif,1,Positif,0.9040606579636019
Signature matcha enak.,1,Positif,1,Positif,0.9296035074528226
Signature koicha milk enak dan autentik.,1,Positif,1,Positif,0.9579485652646776
"Signature Koicha enak, rasa matchanya terasa. Es krim matchanya juga enak dan tidak terlalu manis, teksturnya lembut. Mochinya juga lembut. Matcha terbaik.",1,Positif,1,Positif,0.7143102034234301
"Signature koicha enak, matcha milk lebih murah dan tetap enak.",1,Positif,1,Positif,0.8699603082464731
Signature Koicha enak tetapi mahal.,1,Positif,1,Positif,0.7749998832705421
Senang dengan banyaknya variasi matcha dan rasanya menyerupai di Jepang.,1,Positif,1,Positif,0.6704208451807927
Semuanya enak dan pelayanan memuaskan.,1,Positif,1,Positif,0.9576963639374034
Semuanya baik.,1,Positif,1,Positif,0.8302226923968663
Semua minuman dan dessert enak.,1,Positif,1,Positif,0.9271110493220868
"Semua menu terasa enak, mulai dari makanan utama, minuman, hingga kue. Meskipun tempatnya minimalis, tampilannya estetik. Harga juga masih terjangkau. Sangat direkomendasikan dan akan kembali untuk mencoba menu lain.",1,Positif,0,Negatif,0.4483865030698319
Semua menu enak dan autentik.,1,Positif,1,Positif,0.9613393452850283
"Semua matcha enak, staf ramah dan informatif.",1,Positif,1,Positif,0.9310052149916499
"Semua makanan enak, tempatnya bagus, dan staf ramah.",1,Positif,1,Positif,0.9149411089134106
Semua makanan dan minuman enak.,1,Positif,1,Positif,0.9459260349181892
"Semua enak, pelayanan luar biasa.",1,Positif,1,Positif,0.8769882330836011
Semua baik termasuk pelayanan cepat dan ramah.,1,Positif,1,Positif,0.9249140323123496
"Secara rasa cukup enak, namun beberapa menu tidak tersedia sehingga pilihan terbatas. Beberapa kombinasi rasa kurang seimbang. Secara keseluruhan cukup memuaskan.",1,Positif,0,Negatif,0.3771104492506077
"Saya mengunjungi tempat ini karena saya adalah penggemar matcha. Matcha milk-nya terasa sangat enak. Selain itu, saya juga mencoba matcha cheesecake. Rasanya sangat enak, meskipun menurut saya perpaduannya kurang cocok dengan rasa matcha-nya. Namun, rasa keju pada kue tersebut sangat terasa dan lezat. Matcha opera-nya juga enak, tetapi lapisan bagian atasnya terlalu manis sehingga rasanya menjadi kurang seimbang.",1,Positif,1,Positif,0.570782514486657
"Saya mencoba tiramisu matcha dan sakura ice cream. Rasanya enak namun tidak terlalu istimewa. Menurut saya harganya cukup mahal mengingat potongan kuenya sangat kecil, sehingga pasti akan habis dalam sekejap. Meski demikian, saya tetap berniat untuk mencoba menu lainnya di lain waktu, terutama jika terdapat promo.",1,Positif,0,Negatif,0.36428649381464795
"Saya mencoba tempat ini karena berasal dari Singapura, dan ternyata kualitasnya cukup baik. Saya mencicipi menu unggulan mereka, yaitu Signature Koicha, dan mengganti susu sapi murni dengan susu gandum seharga Rp120.054. Anda akan mendapatkan es krim berukuran kecil jika memberikan ulasan melalui Google.",1,Positif,0,Negatif,0.4265579177354513
"Saya memesan signature koicha milk dan houjicha milk. Secara subjektif, menurut saya rasanya masih lebih lezat dibandingkan dengan cabang yang berada di Kelapa Gading dan Grand Indonesia.",1,Positif,0,Negatif,0.4717971133476107
"Saya dan pasangan saya menyukai matcha sehingga mencoba tempat ini. Kami memesan es krim matcha, houjicha tiramisu, dan matcha milk. Rasanya enak, sedikit manis dan tidak terlalu pahit. Pelayanannya sangat baik. Tempat ini cocok untuk dikunjungi jika menginginkan sesuatu yang ringan dan menyegarkan. Es krim Hokkaido juga sangat enak.",1,Positif,1,Positif,0.6628636620470976
Sangat suka.,1,Positif,1,Positif,0.7334046364816735
"Sangat suka matchanya, enak dan tidak eneg.",1,Positif,1,Positif,0.7143458711242062
Sangat suka dengan matchanya.,1,Positif,1,Positif,0.8161633631821968
"Sangat nyaman untuk belajar atau hangout, sangat direkomendasikan.",1,Positif,1,Positif,0.7984176495052256
Sangat lezat.,1,Positif,1,Positif,0.73590567152818
Sangat enak.,1,Positif,1,Positif,0.8938820210141534
"Sangat enak, tidak terlalu manis dan rasanya seimbang.",1,Positif,1,Positif,0.6967647606314539
"Sangat enak, tempat nyaman.",1,Positif,1,Positif,0.9456264592740528
"Sangat enak, rasa matcha tidak hanya didominasi susu. Tempatnya juga baik dan harga masih terjangkau.",1,Positif,1,Positif,0.5029286523694083
Sangat direkomendasikan.,1,Positif,1,Positif,0.7243082929510679
Sangat direkomendasikan untuk pecinta matcha.,1,Positif,1,Positif,0.883229444377646
Sangat baik.,1,Positif,1,Positif,0.8536322568446039
Salah satu matcha terbaik.,1,Positif,1,Positif,0.8287655856982902
"Salah satu matcha terbaik, dessert dan minuman sangat enak.",1,Positif,1,Positif,0.9040643150841311
Salah satu matcha terbaik yang pernah saya coba.,1,Positif,1,Positif,0.554121473952893
"Rasanya seperti matcha. Kasir memiliki pengetahuan tentang matcha. Tempatnya sangat menarik, hijau, dan cozy untuk bersantai.",1,Positif,1,Positif,0.6012562624420242
Rasanya seimbang dan tidak terlalu manis.,1,Positif,1,Positif,0.5984788965127326
Rasanya enak.,1,Positif,1,Positif,0.8521662655734369
Rasanya enak dan tempatnya nyaman.,1,Positif,1,Positif,0.9719699842890307
Rasanya enak dan pelayanan sangat baik.,1,Positif,1,Positif,0.9559106179736354
Rasa minuman unik dan enak.,1,Positif,1,Positif,0.9199500589308119
"Rasa matcha pada hidangan ini sangat kuat. Bagi para pecinta matcha, Anda wajib mencoba pengalaman baru dalam menikmati menu ini. Namun, tekstur kulit croissant-nya kurang memuaskan karena terlalu renyah sehingga sulit untuk disantap dengan rapi. Varian croissant terbaik adalah ham and cheese; rasanya sangat lezat.",1,Positif,1,Positif,0.583329134333917
Rasa matcha mantap.,1,Positif,1,Positif,0.8117736735655522
"Rasa matcha autentik, tidak terlalu pahit. Suasana nyaman dan estetik. Pelayanan ramah dan cepat. Harga sepadan dengan kualitas premium.",1,Positif,1,Positif,0.7098342305811604
"Rasa enak, tempat cozy.",1,Positif,1,Positif,0.8761825805555998
"Rasa enak, staf ramah, banyak variasi.",1,Positif,1,Positif,0.8562196849613113
Rasa enak dan direkomendasikan.,1,Positif,1,Positif,0.9558379447270102
Rasa dan ambience bagus.,1,Positif,1,Positif,0.864928579836149
Rasa autentik seperti luar negeri.,1,Positif,1,Positif,0.6255424197775925
"Pure matcha rasanya enak, kekentalan dan pahitnya pas.",1,Positif,1,Positif,0.9018747649042224
Pure matcha enak dan direkomendasikan.,1,Positif,1,Positif,0.9807000131284502
Puas dengan makanan dan pelayanan.,1,Positif,1,Positif,0.9249780751049368
Pilihan menu menarik.,1,Positif,1,Positif,0.7640885005943722
"Pilihan banyak, pelayanan baik, cake enak.",1,Positif,1,Positif,0.8996853174884902
"Pertama kali mencoba, matchanya terasa kuat dan cukup segar.",1,Positif,1,Positif,0.6596241857111413
Pertama kali mencoba dan matchanya sangat enak.,1,Positif,1,Positif,0.8872727845490611
"Pertama kali datang ke sini mencoba cheesecake matcha, rasanya sangat enak dan membuat ingin kembali. Kopinya juga enak, saya mencoba hot latte. Saya merekomendasikan tempat ini untuk berkumpul.",1,Positif,1,Positif,0.5819541168295025
Pengalaman menyenangkan.,1,Positif,1,Positif,0.6776451728537433
Pelayanannya sangat memuaskan.,1,Positif,1,Positif,0.6606053650926014
Pelayanannya bagus dan sangat direkomendasikan.,1,Positif,1,Positif,0.8136995610934935
Pelayanan sangat ramah.,1,Positif,1,Positif,0.8648057580709768
Pelayanan sangat ramah dan informatif.,1,Positif,1,Positif,0.8976823344265628
Pelayanan sangat baik.,1,Positif,1,Positif,0.905521301953698
Pelayanan sangat baik dan tempat nyaman.,1,Positif,1,Positif,0.9585905433041043
Pelayanan sangat baik dan ramah. Pilihan menu matcha sangat beragam dengan kualitas premium. Akan kembali lagi.,1,Positif,1,Positif,0.808604890643773
Pelayanan sangat baik dan memuaskan.,1,Positif,1,Positif,0.9376255206497804
"Pelayanan ramah, tempat nyaman, matcha enak.",1,Positif,1,Positif,0.9733188124870199
"Pelayanan ramah, tempat bersih.",1,Positif,1,Positif,0.9156800128966837
"Pelayanan ramah, cepat, dan matcha enak dengan harga sepadan.",1,Positif,1,Positif,0.9288893752844144
Pelayanan profesional dan ambience baik.,1,Positif,1,Positif,0.912598228145429
Pelayanan membantu dan informatif.,1,Positif,1,Positif,0.9025617202249939
Pelayanan lambat karena kekurangan staf dan harga cukup mahal.,1,Positif,1,Positif,0.6146347461719837
Pelayanan cepat dan rasa enak.,1,Positif,1,Positif,0.9424855038738623
"Pelayanan baik, matcha enak.",1,Positif,1,Positif,0.9604182465762285
"Pelayanan baik, cake dan matcha enak.",1,Positif,1,Positif,0.9755630582976239
Pelayanan baik dan rasa enak.,1,Positif,1,Positif,0.9592117801645765
Pelayanan baik dan pengalaman menarik.,1,Positif,1,Positif,0.9313461419293231
Pelayanan baik dan matcha enak.,1,Positif,1,Positif,0.9771772375354894
"Pelayanan bagus, rasa matcha pas, dan tempat nyaman.",1,Positif,1,Positif,0.956909519365817
"Pelayanan bagus, ramah, dan informatif. Harga masih wajar dan rasa beragam serta enak.",1,Positif,1,Positif,0.9098920356996588
Pecinta matcha wajib mencoba karena rasa matchanya sangat terasa.,1,Positif,1,Positif,0.7808619148855935
Pecinta matcha akan sangat menyukai menu di sini karena semuanya enak dan tidak ada yang mengecewakan.,1,Positif,0,Negatif,0.3956341741377702
"Minuman enak, tetapi outdoor perlu pendingin.",1,Positif,1,Positif,0.844686220702841
"Minuman enak, ingin kembali.",1,Positif,1,Positif,0.8395219119084759
Minuman dan pelayanan sangat baik.,1,Positif,1,Positif,0.9310110514540129
Minuman dan dessert enak.,1,Positif,1,Positif,0.9307823970369157
Menyukai matcha dan croissant. Nasi kecombrang juga sangat enak dan disukai keluarga.,1,Positif,1,Positif,0.9618034090426846
Menu matcha enak tapi beberapa terlalu manis.,1,Positif,1,Positif,0.7878978585184121
"Memesan ice koicha, rasanya enak dan tingkat pahitnya sesuai. Mendapatkan es krim gratis dan pelayan juga perhatian.",1,Positif,1,Positif,0.7222367707337536
Matchanya yang terbaik.,1,Positif,1,Positif,0.6479539415793307
Matchanya selalu enak dengan tiga grade pilihan. Tempat di Gandaria City cukup luas dan bisa melihat proses pembuatan.,1,Positif,1,Positif,0.7319152643987746
Matchanya sangat enak dan umami.,1,Positif,1,Positif,0.9584699025435598
Matchanya sangat enak dan tempatnya nyaman.,1,Positif,1,Positif,0.9676755889763786
Matchanya sangat enak dan autentik.,1,Positif,1,Positif,0.9637840180259034
Matchanya pure dengan banyak pilihan menu termasuk makanan. Tempat duduk banyak dan tersedia colokan.,1,Positif,1,Positif,0.8303560435042019
Matchanya premium dan variannya banyak.,1,Positif,1,Positif,0.8865042748419166
Matchanya enak.,1,Positif,1,Positif,0.9098512133115757
"Matchanya enak, strawberry asli, tempat nyaman dan pelayanan informatif.",1,Positif,1,Positif,0.9694778144488301
"Matchanya enak, balance antara pahit, earthy, dan umami.",1,Positif,1,Positif,0.9215864227279639
Matchanya enak dan tidak terlalu pahit.,1,Positif,1,Positif,0.7524824149251211
Matchanya enak dan tempatnya nyaman.,1,Positif,1,Positif,0.9756886018488303
Matchanya autentik dan tempatnya nyaman.,1,Positif,1,Positif,0.9371502488190129
Matcha variatif dan pelayanan baik.,1,Positif,1,Positif,0.9505779185441755
Matcha terlihat menarik.,1,Positif,1,Positif,0.7404878297735532
Matcha terbaik.,1,Positif,1,Positif,0.887523745810818
Matcha terbaik di kota.,1,Positif,1,Positif,0.7982911575057295
"Matcha terbaik di kota, sering dikunjungi untuk meningkatkan suasana hati dan tidak pernah membosankan.",1,Positif,0,Negatif,0.4454998428799053
Matcha terbaik di kota ini.,1,Positif,1,Positif,0.7740174901041988
"Matcha strong, cocok untuk pecinta matcha.",1,Positif,1,Positif,0.9495417953621339
Matcha spesial di Gandaria City.,1,Positif,1,Positif,0.6490083933420445
Matcha spesial dan varian banyak.,1,Positif,1,Positif,0.8921034553437763
"Matcha soft serve enak, pancake kurang.",1,Positif,1,Positif,0.861079210220214
Matcha sangat enak.,1,Positif,1,Positif,0.9026521475414717
"Matcha sangat enak, harga masih sepadan, direkomendasikan.",1,Positif,1,Positif,0.764432223012198
Matcha sangat enak dengan rasa yang luar biasa. Es krim matcha sangat disukai dan opera cake juga lezat.,1,Positif,1,Positif,0.7068268022800183
"Matcha premium, mahal tetapi layak dicoba.",1,Positif,1,Positif,0.7472816913402884
Matcha premium dan enak.,1,Positif,1,Positif,0.9393174593138641
Matcha paling worth it di Jakarta.,1,Positif,1,Positif,0.7138638778795394
"Matcha milk, mochi, ice cream enak.",1,Positif,1,Positif,0.9345500010511407
Matcha milk rich dan pas.,1,Positif,1,Positif,0.917166141025294
"Matcha milk kurang, ice cream lebih enak, harga mahal.",1,Positif,1,Positif,0.7615816229067368
Matcha milk favorit.,1,Positif,1,Positif,0.8687600971800528
"Matcha milk enak, tetapi penjelasan staf kurang detail.",1,Positif,1,Positif,0.636854742506935
Matcha milk enak dan tidak terlalu manis.,1,Positif,1,Positif,0.8236948899074646
"Matcha milk dan soft serve enak, tempat nyaman, namun pelayanan perlu ditingkatkan saat ramai.",1,Positif,1,Positif,0.7272749320776373
"Matcha milk dan makanan enak, namun chicken wings perlu peningkatan rasa. Pelayanan ramah dan suasana nyaman.",1,Positif,1,Positif,0.9177369832325792
"Matcha milk dan klepon sangat enak, nasi goreng dan beef short ribs juga disukai.",1,Positif,1,Positif,0.9377115240381974
"Matcha memiliki rasa autentik, namun saya lebih menyukai tingkat gula rendah karena varian normal terlalu manis. Secara keseluruhan pengalaman yang baik.",1,Positif,0,Negatif,0.49600185709890127
Matcha mantap.,1,Positif,1,Positif,0.849225792555343
Matcha latte yang disajikan sangat enak. Tersedia pula pilihan tanpa gula.,1,Positif,1,Positif,0.6581889460130927
"Matcha latte yang disajikan cukup baik, setara dengan yang ada di Singapura, dan kita benar-benar dapat merasakan cita rasa gurih (umami) yang pekat di dalamnya. Anda patut mencoba matcha latte mereka.",1,Positif,0,Negatif,0.43899563702741556
"Matcha latte terasa sedikit hambar, lebih baik menggunakan tingkat gula normal.",1,Positif,0,Negatif,0.4783588787134969
"Matcha latte tanpa gula sangat pahit, tetapi enak jika sesuai selera.",1,Positif,1,Positif,0.6046834089593036
"Matcha kuat dan umami, tempat luas dan cocok untuk hangout, tetapi pelayanan bisa lebih cepat.",1,Positif,1,Positif,0.865384491121878
Matcha kuat dan tempat nyaman.,1,Positif,1,Positif,0.9604699537213662
Matcha favorit.,1,Positif,1,Positif,0.8494387356106163
Matcha enak.,1,Positif,1,Positif,0.9409989943966955
"Matcha enak, tetapi beberapa menu terlalu manis.",1,Positif,1,Positif,0.7750899584361135
"Matcha enak, tempat nyaman, pelayanan baik.",1,Positif,1,Positif,0.9661565125223405
Matcha enak dengan pahit yang pas.,1,Positif,1,Positif,0.7359555498728663
Matcha enak dan terasa kuat.,1,Positif,1,Positif,0.8665383817689227
Matcha enak dan tempatnya bagus.,1,Positif,1,Positif,0.9819641547098585
Matcha enak dan tempat nyaman.,1,Positif,1,Positif,0.9890760804194635
Matcha enak dan tempat cozy.,1,Positif,1,Positif,0.9785468102489562
Matcha enak dan tempat bagus.,1,Positif,1,Positif,0.981740575169809
Matcha enak dan suasana nyaman.,1,Positif,1,Positif,0.9757686352757623
Matcha enak dan pekat.,1,Positif,1,Positif,0.9793290845934883
Matcha enak dan menyegarkan.,1,Positif,1,Positif,0.9817261118570424
Matcha enak dan ambience bagus.,1,Positif,1,Positif,0.9805642412833057
Matcha dan menu lain enak.,1,Positif,1,Positif,0.908216928920751
Matcha dan makanan enak.,1,Positif,1,Positif,0.9730347407904291
Matcha dan kopi enak.,1,Positif,1,Positif,0.9489551688252135
Matcha dan ice cream enak balance.,1,Positif,1,Positif,0.9631824096768097
"Matcha dan hojicha sangat enak, tempat bersih dan cozy, pelayanan ramah.",1,Positif,1,Positif,0.9605215805409192
Matcha dan hojicha enak.,1,Positif,1,Positif,0.9660510030238252
Matcha dan dessert enak.,1,Positif,1,Positif,0.9605922516893527
Matcha dan cheesecake sangat enak.,1,Positif,1,Positif,0.9582150104751964
Matcha dan cheesecake enak tetapi cukup mahal.,1,Positif,1,Positif,0.8706413430085781
Matcha coffee enak.,1,Positif,1,Positif,0.9078183113374116
Matcha cheesecake sangat enak.,1,Positif,1,Positif,0.8950260317991213
"Matcha cheesecake enak, staf ramah.",1,Positif,1,Positif,0.915421206515379
Matcha cheesecake balance dan enak.,1,Positif,1,Positif,0.9431400633618423
Matcha berkualitas tinggi.,1,Positif,1,Positif,0.8199362838359326
"Matcha azuki enak, staf ramah.",1,Positif,1,Positif,0.9062730128459794
Matcha autentik.,1,Positif,1,Positif,0.888965876749068
"Matcha autentik, wajib dikunjungi bagi pecinta matcha.",1,Positif,1,Positif,0.9246962503382272
Matcha autentik di Gandaria City.,1,Positif,1,Positif,0.7296734876233324
Matcha autentik dan pahit.,1,Positif,1,Positif,0.9125508381882973
Matcha autentik dan makanan lengkap.,1,Positif,1,Positif,0.9370000051396519
Matcha autentik dan enak.,1,Positif,1,Positif,0.9627554106066051
Mantap.,1,Positif,1,Positif,0.7405673759789333
Makanannya enak dan tempatnya baik.,1,Positif,1,Positif,0.9603867794913145
Makanannya enak dan staf ramah.,1,Positif,1,Positif,0.9416444911319971
"Makanan sangat lezat dan disiapkan dengan baik. Staf ramah dan perhatian, pengalaman sangat menyenangkan.",1,Positif,1,Positif,0.8200224557367704
Makanan enak.,1,Positif,1,Positif,0.8981347710234407
"Makanan enak, tempat bagus, pelayanan ramah.",1,Positif,1,Positif,0.9454156088405213
"Makanan enak, pelayanan ramah.",1,Positif,1,Positif,0.9498202270525703
Makanan enak tapi croissant kurang.,1,Positif,1,Positif,0.8066119449368244
Makanan enak dan tempatnya baik.,1,Positif,1,Positif,0.9737142341862871
Makanan enak dan porsi banyak.,1,Positif,1,Positif,0.8412822083289796
Makanan enak dan pelayanan baik.,1,Positif,1,Positif,0.9746968758282373
Makanan dan minuman enak.,1,Positif,1,Positif,0.9326994258811327
"Makanan dan minuman enak, tempat nyaman.",1,Positif,1,Positif,0.9576258427998501
"Lokasinya mudah ditemukan karena berada di dalam mal Gandaria City, tepatnya di lantai ground. Area makan di tempatnya lumayan luas karena tersedia di bagian belakang tempat pemesanan serta di area seberangnya. Jumlah staf cukup banyak sehingga waktu tunggu pesanan tidak terlalu lama. Namun, meskipun banyak staf yang bertugas, saat saya berdiri di depan kasir untuk melihat menu, tidak ada yang menyadari kedatangan saya karena mereka sedang mengobrol dan menggunakan ponsel. Meski demikian, hal tersebut tidak menjadi masalah besar. Saya datang pada hari Rabu pukul 19.30 WIB; saat itu etalase pastry sudah kosong, sehingga pilihan menu hanya dapat dilihat melalui tampilan layar menu saja. Desain area makan di tempatnya cukup nyaman, tersedia sofa, serta suasananya tenang. Seluruh dekorasi ruangan berpadu serasi dengan nuansa warna hijau. Berikut adalah menu yang saya pesan: Matcha Milk: Rp60.000 untuk penyajian dingin, dan menjadi Rp73.000 setelah pajak. Teksturnya lembut, kaya rasa susu, dan memiliki cita rasa gurih (umami). Houjicha Milk: Rp53.000, menjadi Rp63.000 setelah pajak. Minuman ini menggunakan bubuk teh hijau panggang dengan warna yang lebih gelap dibandingkan Matcha Milk.",1,Positif,0,Negatif,0.25274315374784984
